Identifier,ARN,Resource type,Region,AWS Account,Application,LastReportedAt,Service,Tags,Tag:cost-center,Tag:aws:cloudformation:logical-id,Tag:aws:cloudformation:stack-id,Tag:aws:cloudformation:stack-name,Tag:InstanceScheduler-LastAction,Tag:Name,Tag:project,Tag:dlm:managed,Tag:Schedule,Tag:CdkGenerated,Tag:Environment,Tag:Sector,Tag:DNS5,Tag:deploy-stp-integraion-testing,Tag:DNS3,Tag:deploy-stp-api-testing,Tag:DNS2,Tag:instance-id,Tag:Backup,Tag:deploy-stp-acf-testing,Tag:DNS1,Tag:deploy-stp-identity-testing,Tag:DNS4,Tag:aws:dlm:lifecycle-schedule-name,Tag:aws:dlm:lifecycle-policy-id,Tag:Arasco-Prod,Tag:wes-api-dev-deploy,Tag:DNS6,Tag:deploy-stp-acf-staging,Tag:deploy-stp-audit-staging,Tag:deploy-stp-integrations-staging,Tag:deploy-stp-api-staging,Tag:deploy-stp-identity-staging,Tag:deploy-stp-api-preproduction,Tag:deploy-stp-acf-preproduction,Tag:deploy-stp-identity-preproduction,Tag:deploy-stp-integrations-preproduction,Tag:stp-acf-deploy,Tag:Application-Identity,Tag:Application,Tag:Env.,Tag:Solutions:SolutionID,Tag:Solutions:SolutionName,Tag:Solutions:SolutionVersion,Tag:Solutions:ApplicationType,Tag:aws:servicecatalog:applicationName,Tag:aws:ssmmessages:session-id,Tag:aws:ssmmessages:target-id,Tag:NLA-DEV,Tag:ims-api-dev-deploy,Tag:QuickSetupManagerID,Tag:QuickSetupDefinitionID,Tag:QuickSetupManagerRegion,Tag:QuickSetupManagerArn,Tag:QuickSetupManagerAccount,Tag:QuickSetupDocument,Tag:QuickSetupDocumentVersionName,Tag:aws:servicecatalog:attributeGroupName,Tag:env,Tag:EnableAWSServiceCatalogAppRegistry,Tag:aws:servicecatalog:applicationId,Tag:aws:servicecatalog:applicationArn,Tag:wes-api-testing-deploy
subnet-0386052a7a90550e8,arn:aws:ec2:eu-west-3:405124853097:subnet/subnet-0386052a7a90550e8,ec2:subnet,eu-west-3,405124853097,-,Thu Dec 11 2025 03:52:27 GMT+0200 (Eastern European Standard Time),ec2,3,compliance,(not tagged),(not tagged),(not tagged),(not tagged),Compliance-subnet-public1-eu-west-3a,compliance,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-zrfhrm,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-zrfhrm,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:27 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
webacl/CreatedByCloudFront-79105bcd-201e-4be6-b603-01baf2f92453/c864099f-9566-4032-8c5f-1bb24f5b881c,arn:aws:wafv2:us-east-1:405124853097:global/webacl/CreatedByCloudFront-79105bcd-201e-4be6-b603-01baf2f92453/c864099f-9566-4032-8c5f-1bb24f5b881c,wafv2:webacl,us-east-1,405124853097,-,Sat Dec 20 2025 05:33:48 GMT+0200 (Eastern European Standard Time),wafv2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memorydb-redis6,arn:aws:memorydb:sa-east-1:405124853097:parametergroup/default.memorydb-redis6,memorydb:parametergroup,sa-east-1,405124853097,-,Sun Dec 21 2025 04:52:18 GMT+0200 (Eastern European Standard Time),memorydb,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sgr-0788446bc8558c0a0,arn:aws:ec2:eu-west-3:405124853097:security-group-rule/sgr-0788446bc8558c0a0,ec2:security-group-rule,eu-west-3,405124853097,-,Fri Dec 19 2025 02:16:43 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
wes-decanting-staging-codedeploy,arn:aws:codedeploy:eu-west-3:405124853097:application:wes-decanting-staging-codedeploy,codedeploy:application,eu-west-3,405124853097,-,Fri Dec 19 2025 05:56:01 GMT+0200 (Eastern European Standard Time),codedeploy,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
ct-net-dev-pipeline,arn:aws:codepipeline:eu-west-3:405124853097:ct-net-dev-pipeline,codepipeline:pipeline,eu-west-3,405124853097,-,Mon Dec 08 2025 21:13:18 GMT+0200 (Eastern European Standard Time),codepipeline,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-0c4b9ac735494e261,arn:aws:ec2:eu-west-3:405124853097:network-interface/eni-0c4b9ac735494e261,ec2:network-interface,eu-west-3,405124853097,-,Tue Dec 16 2025 15:57:31 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
snap-0a2e32f8982af3d58,arn:aws:ec2:eu-west-3:405124853097:snapshot/snap-0a2e32f8982af3d58,ec2:snapshot,eu-west-3,405124853097,-,Fri Dec 19 2025 00:25:41 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
key-087470ee382699f45,arn:aws:ec2:eu-west-3:405124853097:key-pair/key-087470ee382699f45,ec2:key-pair,eu-west-3,405124853097,-,Wed Dec 17 2025 16:07:34 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/CodeBuildBasePolicy-SSHConnectionTest-eu-west-3,arn:aws:iam::405124853097:policy/service-role/CodeBuildBasePolicy-SSHConnectionTest-eu-west-3,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:05:09 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
/aws/codebuild/wes-decanting-testing-codebuild,arn:aws:logs:eu-west-3:405124853097:log-group:/aws/codebuild/wes-decanting-testing-codebuild,logs:log-group,eu-west-3,405124853097,-,Wed Dec 17 2025 17:02:09 GMT+0200 (Eastern European Standard Time),logs,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/CodeBuildBasePolicy-stp-identity-dev-build-eu-west-3,arn:aws:iam::405124853097:policy/service-role/CodeBuildBasePolicy-stp-identity-dev-build-eu-west-3,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:04:46 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-0ba0a5bcb44615770,arn:aws:ec2:eu-west-3:405124853097:network-interface/eni-0ba0a5bcb44615770,ec2:network-interface,eu-west-3,405124853097,-,Tue Dec 16 2025 15:57:31 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sg-0cc8a765490fc4ed9,arn:aws:ec2:eu-west-3:405124853097:security-group/sg-0cc8a765490fc4ed9,ec2:security-group,eu-west-3,405124853097,-,Fri Dec 19 2025 20:51:02 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
loyalty-dev-pipeline,arn:aws:codepipeline:eu-west-3:405124853097:loyalty-dev-pipeline,codepipeline:pipeline,eu-west-3,405124853097,-,Mon Dec 08 2025 21:13:18 GMT+0200 (Eastern European Standard Time),codepipeline,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
igw-0e89bc9f4d72bd9ff,arn:aws:ec2:ap-northeast-1:405124853097:internet-gateway/igw-0e89bc9f4d72bd9ff,ec2:internet-gateway,ap-northeast-1,405124853097,-,Mon Dec 08 2025 02:53:37 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
app/dev/157a23e4951e13dc/f4964abb1c45b891/23c9902ac80e3811,arn:aws:elasticloadbalancing:eu-west-3:405124853097:listener-rule/app/dev/157a23e4951e13dc/f4964abb1c45b891/23c9902ac80e3811,elasticloadbalancing:listener-rule/app,eu-west-3,405124853097,-,Fri Dec 19 2025 23:14:36 GMT+0200 (Eastern European Standard Time),elasticloadbalancing,1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),wes-dev,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/AWSCodePipelineServiceRole-eu-west-3-stp-acf-testing,arn:aws:iam::405124853097:policy/service-role/AWSCodePipelineServiceRole-eu-west-3-stp-acf-testing,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:04:59 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
service-role/CodePipeline-CodeBuild-eu-west-3-arasco-web-dev,arn:aws:iam::405124853097:policy/service-role/CodePipeline-CodeBuild-eu-west-3-arasco-web-dev,iam:policy,global,405124853097,-,Thu Dec 18 2025 17:05:15 GMT+0200 (Eastern European Standard Time),iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
aws-service-rule/securityhub.amazonaws.com/config-rule-mpq14r,arn:aws:config:eu-west-3:405124853097:config-rule/aws-service-rule/securityhub.amazonaws.com/config-rule-mpq14r,config:config-rule,eu-west-3,405124853097,-,Sun Dec 21 2025 04:35:27 GMT+0200 (Eastern European Standard Time),config,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
E311S8JVH3ULGZ,arn:aws:cloudfront::405124853097:origin-access-control/E311S8JVH3ULGZ,cloudfront:origin-access-control,global,405124853097,-,Sun Dec 21 2025 10:42:46 GMT+0200 (Eastern European Standard Time),cloudfront,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
ami-0991e6d892dd551de,arn:aws:ec2:eu-west-3:405124853097:image/ami-0991e6d892dd551de,ec2:image,eu-west-3,405124853097,-,Sat Dec 20 2025 21:43:14 GMT+0200 (Eastern European Standard Time),ec2,17,CPG-Shell-Dev,(not tagged),(not tagged),(not tagged),Stopped By instance-scheduler 2025-12-18 21:00 UTC,[CPG] [Linux] STP-Dev,(not tagged),true,cairo-office-hours,(not tagged),(not tagged),(not tagged),stp-audit.dev.originsysglobal.com,(not tagged),stp-identity.dev.originsysglobal.com,(not tagged),stp-api.dev.originsysglobal.com,i-0d661f50fa185808b,non-prod-DO-NOT-DELETE,(not tagged),stp-acf.dev.originsysglobal.com,(not tagged),stp-intg.dev.originsysglobal.com,Schedule 1,policy-0f14af92cb03e53ef,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),true,stp-identity-dev-deploy,stp-api-dev,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sg-02d8fbb213796b9cf,arn:aws:ec2:eu-west-3:405124853097:security-group/sg-02d8fbb213796b9cf,ec2:security-group,eu-west-3,405124853097,-,Fri Dec 19 2025 20:51:02 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sgr-0ce20129c127df0e5,arn:aws:ec2:eu-west-3:405124853097:security-group-rule/sgr-0ce20129c127df0e5,ec2:security-group-rule,eu-west-3,405124853097,-,Fri Dec 19 2025 02:16:43 GMT+0200 (Eastern European Standard Time),ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
